,ISBNs,output_types,years,country,unified_title,primary_occupations_main,primary_occupations_detailed,sciences,ABC outputs
3590,9789984815756,edited volumes,2012,Latvia,Latvian Language Agency,not publishers,governmental institutions,social sciences,
3591,9789984854199,edited volumes,2011,Latvia,Nordik,not publishers,not publishing,social sciences,
3592,9789984879086,edited volumes,2011,Latvia,Zinātne,other publishers,general publishers,humanities,
3594,9789984965796,edited volumes,2010,Latvia,Latvijas Kara muzejs,not publishers,museums,social sciences,
3596,9789985999905,edited volumes,2009,Estonia,Eesti Kunstimuuseum,not publishers,museums,humanities,
3602,9789986036517,authored books,2009,Lithuania,Švietimo ir mokslo ministerija,not publishers,governmental institutions,social sciences,
3625,9789986059776,edited volumes,2012,Lithuania,Vilniaus Gedimino technikos universitetas,universities,university departments,social sciences,
3627,9789986063100,authored books,2008,Lithuania,Alfinus,other publishers,general publishers,social sciences,
3628,9789986063346,authored books,2008,Lithuania,Alfinus,other publishers,general publishers,medical and health sciences,
3638,9789986093770,authored books,2009,Lithuania,Margi raštai,other publishers,general publishers,humanities,
3639,9789986093916,authored books,2009,Lithuania,Margi raštai,other publishers,general publishers,humanities,
3640,9789986094036,authored books,2011,Lithuania,Margi raštai,other publishers,general publishers,humanities,
3641,9789986094098,edited volumes,2010,Lithuania,Margi raštai,other publishers,general publishers,humanities,
3649,9789986166740,authored books,2008,Lithuania,Tyto alba,other publishers,general publishers,social sciences,
3650,9789986166887,authored books,2009,Lithuania,Tyto alba,other publishers,general publishers,humanities,
3686,9789986197980,edited volumes,2010,Lithuania,Vilniaus universitetas,universities,university departments,humanities,
3710,9789986199922,authored books,2008,Lithuania,Vilniaus universitetas,universities,university departments,social sciences,
3714,9789986231424,edited volumes,2008,Lithuania,Diemedžio leidykla,universities,general publishers,humanities,
3715,9789986231455,authored books,2008,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3716,9789986231561,edited volumes,2009,Lithuania,Diemedžio leidykla,universities,general publishers,humanities,
3717,9789986231578,edited volumes,2009,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3718,9789986231639,authored books,2010,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3719,9789986231653,authored books,2011,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3720,9789986231820,authored books,2013,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3721,9789986231882,authored books,2014,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3722,9789986231899,authored books,2014,Lithuania,Diemedžio leidykla,other publishers,general publishers,humanities,
3727,9789986313045,edited volumes,2011,Lithuania,S. Jokužio leidykla-spaustuvė,universities,publishing services,social sciences,
3728,9789986314783,authored books,2016,Lithuania,S. Jokužio leidykla-spaustuvė,intermediaries,publishing services,social sciences,
3729,9789986314844,authored books,2016,Lithuania,S. Jokužio leidykla-spaustuvė,intermediaries,publishing services,social sciences,
3734,9789986341840,authored books,2008,Lithuania,Žara,other publishers,general publishers,social sciences,
3735,9789986341956,authored books,2009,Lithuania,Žara,other publishers,general publishers,humanities,
3736,9789986341987,authored books,2009,Lithuania,Žara,other publishers,general publishers,humanities,
3757,9789986388197,edited volumes,2010,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3758,9789986388210,authored books,2009,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3760,9789986388920,authored books,2008,Lithuania,Šiaulių universitetas,universities,university departments,humanities,
3761,9789986389095,authored books,2008,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3762,9789986389125,authored books,2008,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3763,9789986389637,authored books,2009,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3764,9789986389750,authored books,2009,Lithuania,Šiaulių universitetas,universities,university departments,humanities,
3765,9789986389934,edited volumes,2010,Lithuania,Šiaulių universitetas,universities,university departments,social sciences,
3770,9789986395508,authored books,2008,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3771,9789986396406,authored books,2010,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3772,9789986396550,authored books,2010,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3773,9789986396567,edited volumes,2011,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3774,9789986397687,authored books,2013,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3775,9789986398271,authored books,2014,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3776,9789986398639,authored books,2015,Lithuania,Lietuvos rašytojų sąjungos leidykla,not publishers,societies,humanities,
3777,9789986412298,authored books,2008,Lithuania,Scena,other publishers,general publishers,humanities,
3781,9789986420804,authored books,2009,Lithuania,Savastis,other publishers,specialised publishers,humanities,
3782,9789986420811,edited volumes,2009,Lithuania,Savastis,other publishers,specialised publishers,humanities,
3783,9789986420842,authored books,2010,Lithuania,Savastis,other publishers,specialised publishers,humanities,
3784,9789986420880,authored books,2011,Lithuania,Savastis,other publishers,specialised publishers,humanities,
3785,9789986420927,authored books,2014,Lithuania,Savastis,other publishers,specialised publishers,humanities,
3791,9789986433453,authored books,2008,Lithuania,Enciklopedija,academic publishers,academic publishers,agricultural sciences,
3792,9789986433484,authored books,2008,Lithuania,Enciklopedija,academic publishers,academic publishers,humanities,
3804,9789986443414,authored books,2008,Lithuania,Gamtos tyrimų centras,universities,university departments,natural sciences,
3824,9789986498704,authored books,2016,Lithuania,Lietuvos mokslų akademijos Vrublevskių biblioteka,not publishers,libraries,medical and health sciences,
3838,9789986503828,authored books,2008,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,humanities,
3839,9789986503859,edited volumes,2009,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,humanities,
3840,9789986503880,edited volumes,2009,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,humanities,
3841,9789986503941,edited volumes,2010,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,humanities,
3845,9789986555339,authored books,2009,Lithuania,Lietuvos teismo ekspertizės centras,not publishers,governmental institutions,social sciences,
3846,9789986555346,authored books,2011,Lithuania,Lietuvos teismo ekspertizės centras,not publishers,governmental institutions,social sciences,
3854,9789986574965,authored books,2008,Lithuania,Lietuvos sporto informacijos centras,not publishers,not publishing,medical and health sciences,
3857,9789986592617,edited volumes,2010,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,humanities,
3858,9789986592624,edited volumes,2010,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,humanities,
3859,9789986592662,edited volumes,2011,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,humanities,
3860,9789986592754,authored books,2015,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,humanities,
3861,9789986592761,authored books,2015,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,social sciences,
3862,9789986592785,authored books,2015,Lithuania,Lietuvių katalikų mokslo akademija,universities,university departments,humanities,
3898,9789986638988,authored books,2008,Lithuania,Lietuvos kultūros tyrimų institutas,not publishers,research institutions,humanities,
3899,9789986638995,authored books,2008,Lithuania,Lietuvos kultūros tyrimų institutas,not publishers,research institutions,humanities,
3905,9789986662358,authored books,2008,Lithuania,Gamtos tyrimų centras,universities,university departments,medical and health sciences,
3906,9789986667346,edited volumes,2010,Lithuania,Vidmanto Staniulio knygynas,not publishers,not publishing,humanities,
3941,9789986669739,authored books,2008,Lithuania,Lietuvos dailės muziejus,not publishers,museums,humanities,
3942,9789986669791,authored books,2008,Lithuania,Lietuvos dailės muziejus,not publishers,museums,humanities,
3943,9789986669869,authored books,2009,Lithuania,Lietuvos dailės muziejus,not publishers,museums,humanities,
3945,9789986680444,authored books,2008,Lithuania,Vilniaus universitetas,universities,university departments,social sciences,
3946,9789986704072,authored books,2011,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3947,9789986704089,authored books,2012,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3948,9789986704157,authored books,2012,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3949,9789986704164,authored books,2012,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3950,9789986704171,authored books,2012,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3951,9789986704188,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3952,9789986704195,authored books,2012,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3953,9789986704201,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3954,9789986704218,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3955,9789986704225,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3956,9789986704232,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3957,9789986704249,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3958,9789986704256,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3959,9789986704263,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3960,9789986704270,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3961,9789986704287,authored books,2013,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3962,9789986704294,authored books,2014,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3963,9789986704300,authored books,2014,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3964,9789986704317,authored books,2014,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3965,9789986704324,authored books,2014,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3966,9789986704331,authored books,2014,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3967,9789986704348,authored books,2015,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3968,9789986704355,authored books,2015,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3969,9789986704362,authored books,2015,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3970,9789986704379,authored books,2015,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3971,9789986704386,authored books,2016,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3972,9789986704393,authored books,2016,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3973,9789986704409,authored books,2016,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3974,9789986704423,authored books,2016,Lithuania,Lietuvos teisės institutas,universities,university departments,social sciences,
3980,9789986716686,authored books,2009,Lithuania,Artseria,not publishers,societies,humanities,
3983,9789986720430,authored books,2010,Lithuania,Užkrečiamųjų ligų ir AIDS centras,not publishers,governmental institutions,social sciences,
4003,9789986759379,authored books,2008,Lithuania,Akstis,other publishers,general publishers,natural sciences,
4004,9789986766513,authored books,2010,Lithuania,Šiaulių „Aušros“ muziejus,not publishers,museums,humanities,
4029,9789986784999,authored books,2016,Lithuania,Nacionalinis vėžio institutas,not publishers,research institutions,medical and health sciences,
4030,9789986794424,authored books,2008,Lithuania,Puntukas,intermediaries,publishing services,social sciences,
4031,9789986794516,edited volumes,2009,Lithuania,Puntukas,intermediaries,publishing services,social sciences,
4032,9789986794585,authored books,2010,Lithuania,Puntukas,intermediaries,publishing services,social sciences,
4045,9789986795513,authored books,2008,Lithuania,Mokslotyros institutas (A. Liekis),academic publishers,academic publishers,humanities,
4046,9789986795575,authored books,2008,Lithuania,Mokslotyros institutas (A. Liekis),academic publishers,academic publishers,humanities,
4047,9789986795599,authored books,2009,Lithuania,Mokslotyros institutas (A. Liekis),academic publishers,academic publishers,social sciences,
4048,9789986795674,authored books,2012,Lithuania,Mokslotyros institutas (A. Liekis),academic publishers,academic publishers,humanities,
4049,9789986795735,authored books,2016,Lithuania,Mokslotyros institutas (A. Liekis),academic publishers,academic publishers,humanities,
4057,9789986828273,edited volumes,2008,Lithuania,Lietuvos agrarinių ir miškų mokslų centras,universities,university departments,agricultural sciences,
4073,9789986906995,authored books,2009,Lithuania,Lietuvos kompozitorių sajunga,not publishers,societies,social sciences,
2,9786094491122,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
3,9786094491269,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
4,9786094491245,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
34,9789997671813,edited volumes,2017,Bosnia and Herzegovina,University of East Sarajevo,universities,university departments,social sciences,
35,9788055217390,edited volumes,2017,Slovakia,Slovak University of Agriculture,universities,university departments,social sciences,
71,9786094491238,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
76,9788075094995,edited volumes,2017,Czech Republic,Mendel University in Brno,universities,university departments,social sciences,
85,9788372592552,edited volumes,2017,Poland,University of Life Sciences in Lublin,universities,university departments,social sciences,
101,9786098148510,edited volumes,2017,Lithuania,Versmė,other publishers,general publishers,humanities,
107,9789157686961,edited volumes,2017,Sweden,Sveriges lantbruksuniversitet,universities,university departments,agricultural sciences,
109,9789535133315,edited volumes,2017,Croatia,IntechOpen,academic publishers,academic publishers,technological sciences,
115,9783319561998,edited volumes,2017,Switzerland,Springer Nature,not publishers,academic publishers,medical and health sciences,
119,9783319440149,edited volumes,2017,Switzerland,Springer Nature,not publishers,academic publishers,social sciences,
123,9783319502809,edited volumes,2017,Switzerland,Springer Nature,not publishers,academic publishers,social sciences,
124,9783319144085,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
235,9786094373442,edited volumes,2017,Lithuania,Eugrimas,other publishers,general publishers,social sciences,
299,9783319495583,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
300,9786090213179,edited volumes,2017,Lithuania,Kauno technologijos universitetas,universities,university departments,social sciences,
303,9781787145023,edited volumes,2017,United Kingdom,Emerald Publishing,academic publishers,academic publishers,social sciences,
304,9781138213906,authored books,2017,United Kingdom,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
305,9781138281110,authored books,2017,United Kingdom,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
306,9781443881708,authored books,2017,United Kingdom,Cambridge Scholars Publishing,academic publishers,academic publishers,social sciences,
307,9786090214367,edited volumes,2017,Lithuania,Kauno technologijos universitetas,universities,university departments,social sciences,
308,9786090213919,authored books,2017,Lithuania,Kauno technologijos universitetas,universities,university departments,social sciences,
309,9786098122497,authored books,2017,Lithuania,Ciklonas,intermediaries,publishing services,social sciences,
377,9781138123953,edited volumes,2017,United Kingdom,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
383,9788469737774,edited volumes,2017,Spain,Shared Prefixes,intermediaries,self-publishing,social sciences,
386,9786094711152,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,humanities,
391,9781911218463,edited volumes,2017,United Kingdom,Academic Conferences & Publishing International,academic publishers,academic publishers,social sciences,
395,9789984891033,edited volumes,2017,Latvia,ISMA University of Applied Sciences,universities,university departments,social sciences,
407,9783319525778,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
408,9783319463186,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
409,9788022543620,edited volumes,2017,Slovakia,University of Economics,universities,university departments,social sciences,
410,9789934220005,edited volumes,2017,Latvia,RTU Riga Technical University,universities,university departments,social sciences,
411,9783319399188,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
412,9786058446830,edited volumes,2017,Turkey,Eurasia Business and Economics Society (EBES),not publishers,societies,social sciences,
415,9783319484532,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
422,9789612860431,edited volumes,2017,Slovenia,University of Maribor,universities,university departments,social sciences,
423,9780995641303,edited volumes,2017,United Kingdom,British Academy of Management,not publishers,societies,social sciences,
431,9783319594507,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
438,9786158080606,edited volumes,2017,Hungary,European Association of Teachers,not publishers,societies,social sciences,
441,9781911218630,edited volumes,2017,United Kingdom,Academic Conferences & Publishing International,academic publishers,academic publishers,social sciences,
444,9781911218548,edited volumes,2017,United Kingdom,Academic Conferences & Publishing International,academic publishers,academic publishers,social sciences,
452,9783319478883,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
477,9788360882450,edited volumes,2017,Poland,Warsaw School of Management,universities,university departments,social sciences,
484,9781138035164,edited volumes,2017,United Kingdom,Informa (Taylor & Francis),intermediaries,academic publishers,social sciences,
498,9789899887572,edited volumes,2017,Portugal,ISEP - Porto School of Engineering,universities,university departments,social sciences,
499,9783319541112,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
505,9789934182426,edited volumes,2017,Latvia,University of Latvia,universities,university departments,social sciences,
509,9789811004698,edited volumes,2017,Singapore,Springer Nature,academic publishers,academic publishers,social sciences,
513,9783319324364,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
514,9780986041990,edited volumes,2017,United States of America,IBIMA International Business Information Management Association,not publishers,societies,social sciences,
519,9781911218302,edited volumes,2017,United Kingdom,Academic Conferences & Publishing International,intermediaries,academic publishers,social sciences,
525,9788469754122,edited volumes,2017,Spain,Shared Prefixes,intermediaries,self-publishing,social sciences,
531,9781538606964,edited volumes,2017,United States of America,IEEE,intermediaries,societies,social sciences,
534,9789542313717,edited volumes,2017,Bulgaria,D. A. Tsenov Academy of Economics,universities,university departments,social sciences,
577,9783319548487,authored books,2017,Switzerland,Springer Nature,intermediaries,academic publishers,social sciences,
1052,9788469769577,edited volumes,2017,Spain,Shared Prefixes,universities,self-publishing,social sciences,
1056,9786094111945,authored books,2017,Lithuania,Lietuvių kalbos institutas,universities,university departments,humanities,
1057,9783319505374,edited volumes,2017,Switzerland,Springer Nature,universities,academic publishers,humanities,
1058,9783643909565,edited volumes,2017,Germany,LIT Verlag,universities,academic publishers,humanities,
1087,9788469723036,edited volumes,2017,Spain,Shared Prefixes,intermediaries,self-publishing,humanities,
1088,9786094760709,authored books,2017,Lithuania,Vilniaus Gedimino technikos universitetas,universities,university departments,social sciences,
1095,9786094672989,authored books,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,humanities,
1096,9786099556765,authored books,2017,Lithuania,Lietuvos kraštovaizdžio architektų sąjunga,universities,societies,humanities,
1098,9789855861004,edited volumes,2017,Belarus,National Institute For Higher Education,universities,university departments,technological sciences,
1101,9788469749845,edited volumes,2017,Spain,Shared Prefixes,universities,self-publishing,social sciences,
1111,9789955189381,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1112,9789955189497,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1113,9789955189374,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1114,9789955189480,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1132,9789934503443,edited volumes,2017,Latvia,University of Latvia,universities,university departments,social sciences,
1143,9789984442044,edited volumes,2017,Latvia,Rezekne Academy of Technologies (RTA),universities,university departments,social sciences,
1144,9789955189725,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1150,9781137601902,edited volumes,2017,United Kingdom,Springer Nature,universities,academic publishers,social sciences,
1155,9788364615221,edited volumes,2017,Poland,Stanisław Moniuszko Academy of Music in Gdańsk,universities,university departments,social sciences,
1156,9781474229098,edited volumes,2017,United Kingdom,Bloomsbury,universities,academic publishers,social sciences,
1157,9781787074163,edited volumes,2017,United Kingdom,Peter Lang,universities,academic publishers,social sciences,
1158,9783990357514,edited volumes,2017,Austria,Helbling Verlag,universities,specialised publishers,social sciences,
1159,9781527209220,edited volumes,2017,United Kingdom,Shared Prefixes,universities,self-publishing,social sciences,
1166,9785905760822,edited volumes,2017,Russian Federation,"Russian State University of Physical Education, Sport, Youth, and Tourism",universities,university departments,social sciences,
1167,9789934814891,edited volumes,2017,Latvia,"Ministry of Education and Science, Latvia",universities,governmental institutions,social sciences,
1194,9789535129035,edited volumes,2017,Croatia,IntechOpen,universities,academic publishers,social sciences,
1213,9786197408294,edited volumes,2017,Bulgaria,STEF92 Technology,universities,not publishing,social sciences,
1216,9789955189558,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1222,9781536104257,edited volumes,2017,United States of America,Nova Science Publishers,universities,academic publishers,social sciences,
1236,9788075102430,edited volumes,2017,Czech Republic,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
1256,9789535129370,edited volumes,2017,Croatia,IntechOpen,not publishers,academic publishers,technological sciences,
1257,9789400706675,edited volumes,2017,Netherlands,Springer Nature,not publishers,academic publishers,humanities,
1446,9786099599410,edited volumes,2017,Lithuania,Šilalės rajono savivaldybės administracija,not publishers,not publishing,humanities,
1450,9789955189633,authored books,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1451,9789955189282,edited volumes,2017,Lithuania,Klaipėdos universitetas,universities,university departments,humanities,
1452,9789955189442,edited volumes,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1453,9781527500242,edited volumes,2017,United Kingdom,Cambridge Scholars Publishing,universities,academic publishers,social sciences,
1499,9783000577352,edited volumes,2017,Germany,Shared Prefixes,intermediaries,self-publishing,humanities,
1503,9786094710872,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
1508,9786094042560,edited volumes,2017,Lithuania,Druka,universities,publishing services,social sciences,
1511,9786099598000,edited volumes,2017,Lithuania,Kauno IX forto muziejus,not publishers,museums,social sciences,
1517,9785861321273,edited volumes,2017,Russian Federation,Center for Cultural Strategies and Project Management,not publishers,governmental institutions,humanities,
1529,9785861320702,edited volumes,2017,Russian Federation,Center for Cultural Strategies and Project Management,not publishers,governmental institutions,humanities,
1530,9786017458294,edited volumes,2017,Kazakhstan,Kazakh National University of the Arts,universities,university departments,humanities,
1532,9785815402775,edited volumes,2017,Russian Federation,Kemerovo State University of Culture and Arts,universities,university departments,humanities,
1534,9789955189718,edited volumes,2017,Lithuania,Klaipėdos universitetas,universities,university departments,social sciences,
1537,9789955993230,edited volumes,2017,Lithuania,Thomo Manno kultūros centras,universities,museums,humanities,
1541,9786099590028,edited volumes,2017,Lithuania,Lietuvos archeologijos draugija,universities,societies,social sciences,
1542,9786094205835,edited volumes,2017,Lithuania,Petro ofsetas,universities,publishing services,humanities,
1543,9786099599403,authored books,2017,Lithuania,Šilalės rajono savivaldybės administracija,not publishers,not publishing,humanities,
1544,9786094205774,edited volumes,2017,Lithuania,Petro ofsetas,universities,publishing services,social sciences,
1545,9789955189701,edited volumes,2017,Lithuania,Klaipėdos universitetas,universities,university departments,humanities,
1546,9786094321078,edited volumes,2017,Lithuania,Eglės leidykla,other publishers,general publishers,technological sciences,
1553,9786094711138,authored books,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
1555,9783631735800,edited volumes,2017,Germany,Peter Lang,academic publishers,academic publishers,social sciences,
1564,9788370518363,edited volumes,2017,Poland,Siedlce University of Natural Sciences and Humanities,universities,university departments,social sciences,
1565,9785938211759,authored books,2017,Russian Federation,Politop,not publishers,research institutions,social sciences,
1566,9786094711008,authored books,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,social sciences,
1603,9788379772865,edited volumes,2017,Poland,Oficyna Wydawnicza ATUT,academic publishers,academic publishers,social sciences,
1608,9788362793235,edited volumes,2017,Poland,Kontrast,intermediaries,publishing services,social sciences,
1638,9789855526842,edited volumes,2017,Belarus,Pravo i ėkonomika,academic publishers,academic publishers,social sciences,
1672,9781474229081,edited volumes,2017,United Kingdom,Bloomsbury,academic publishers,academic publishers,social sciences,
1673,9786197105957,edited volumes,2017,Bulgaria,STEF92 Technology,not publishers,not publishing,social sciences,
1693,9789855821039,edited volumes,2017,Belarus,Yanka Kupala State University of Grodno,universities,university departments,social sciences,
1694,9788890916144,edited volumes,2017,Italy,Toscana,not publishers,not publishing,social sciences,
1696,9789984148014,edited volumes,2017,Latvia,Daugavpils University,universities,university departments,humanities,
1697,9788021089174,edited volumes,2017,Czech Republic,Masaryk University,universities,university departments,social sciences,
1717,9786197408225,edited volumes,2017,Bulgaria,STEF92 Technology,not publishers,not publishing,social sciences,
1719,9785950021961,edited volumes,2017,Russian Federation,Aleksey Viktorovych Yakunin,intermediaries,publishing services,social sciences,
1727,9786099551340,edited volumes,2017,Lithuania,Scientia Socialis,not publishers,research institutions,social sciences,
1732,9786197408218,edited volumes,2017,Bulgaria,STEF92 Technology,not publishers,not publishing,social sciences,
1782,9789955323907,edited volumes,2017,Lithuania,Lucilijus,other publishers,general publishers,humanities,
1783,9786056649523,edited volumes,2017,Turkey,Sakarya University,universities,university departments,social sciences,
1784,9786094711039,edited volumes,2017,Lithuania,Vytauto Didžiojo universitetas,universities,university departments,agricultural sciences,
1789,9782842877583,edited volumes,2017,France,PULIM Presses universitaires de Limoges,universities,university departments,social sciences,
1791,9781536106190,edited volumes,2017,United States of America,Nova Science Publishers,not publishers,academic publishers,social sciences,
1792,9788362563593,edited volumes,2017,Poland,Wydawnicza Arboretum,not publishers,academic publishers,agricultural sciences,
1794,9788379721566,edited volumes,2017,Poland,University of Szczecin,universities,university departments,humanities,
1797,9786098148572,edited volumes,2017,Lithuania,Versmė,universities,general publishers,humanities,
1800,9786094620867,edited volumes,2017,Lithuania,Kriventa,intermediaries,publishing services,humanities,
1815,9788376572932,edited volumes,2017,Poland,Wydawnictwo Prymat,universities,academic publishers,social sciences,
1832,9785852195517,edited volumes,2017,Russian Federation,Nizhny Novgorod State Pedagogical University,universities,university departments,humanities,
1839,9789986343332,edited volumes,2017,Lithuania,Žara,universities,general publishers,social sciences,
1843,9786094760129,edited volumes,2017,Lithuania,Vilniaus Gedimino technikos universitetas,universities,university departments,social sciences,
1849,9789383707058,edited volumes,2017,India,SPD Books International,universities,academic publishers,social sciences,
1851,9788072319268,edited volumes,2017,Czech Republic,University of Defence,universities,university departments,social sciences,
1853,9788097112455,edited volumes,2017,Slovakia,NGO Centre for European and North Atlantic Affairs (CENAA),universities,research institutions,social sciences,
1857,9785000198759,edited volumes,2017,Russian Federation,Kazan (Volga Region) Federal University,universities,university departments,social sciences,
1859,9786094120596,edited volumes,2017,Lithuania,Lietuvos Respublikos Krašto apsaugos ministerija,not publishers,governmental institutions,social sciences,
1863,9786098074710,edited volumes,2017,Lithuania,Generolo Jono Žemaičio Lietuvos karo akademija,universities,university departments,social sciences,
1880,9781614997764,edited volumes,2017,United States of America,IOS Press,other publishers,academic publishers,social sciences,
1889,9789984482620,edited volumes,2017,Latvia,Latvia University of Life Sciences and Technologies,universities,university departments,social sciences,
1894,9786094760204,authored books,2017,Lithuania,Vilniaus Gedimino technikos universitetas,universities,university departments,social sciences,
1895,9789984148151,edited volumes,2017,Latvia,Daugavpils University,universities,university departments,social sciences,
1896,9788380614871,edited volumes,2017,Poland,Catholic University of Lublin,universities,university departments,social sciences,
1903,9786177157457,edited volumes,2017,Ukraine,Vistka,other publishers,general publishers,social sciences,
1912,9786099539874,authored books,2017,Lithuania,Mirabilis,intermediaries,publishing services,technological sciences,
1916,9786098074635,authored books,2017,Lithuania,Generolo Jono Žemaičio Lietuvos karo akademija,universities,university departments,humanities,
1930,9786099584829,authored books,2017,Lithuania,Aktin,intermediaries,publishing services,social sciences,
2254,9786098071429,authored books,2017,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,social sciences,
2255,9786098071436,authored books,2017,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,social sciences,
